,don_id,date,ppe,qty
429,don429,2020-04-19 04:00:00+00:00,respirators,24.0
430,don430,2020-04-19 04:00:00+00:00,respirators,5.0
431,don431,2020-04-19 04:00:00+00:00,nitrileGloves,175.0
432,don432,2020-04-19 04:00:00+00:00,respirators,6.0
433,don433,2020-04-19 04:00:00+00:00,faceShields,20.0
434,don434,2020-04-19 04:00:00+00:00,faceShields,100.0
435,don690,2020-04-19 04:00:00+00:00,surgicalMasks,10.0
436,don712,2020-04-19 04:00:00+00:00,surgicalMasks,5000.0
437,don437,2020-04-19 04:00:00+00:00,surgicalMasks,250.0
438,don586,2020-04-19 04:00:00+00:00,surgicalMasks,5.0
439,don439,2020-04-19 04:00:00+00:00,printedFaceShields,100.0
440,don693,2020-04-19 04:00:00+00:00,respirators,1500.0
441,don554,2020-04-19 04:00:00+00:00,respirators,500.0
442,don442,2020-04-19 04:00:00+00:00,respirators,3.0
443,don443,2020-04-19 04:00:00+00:00,respirators,2.0
444,don444,2020-04-19 04:00:00+00:00,nitrileGloves,2000.0
445,don445,2020-04-19 04:00:00+00:00,nitrileGloves,20.0
446,don446,2020-04-19 04:00:00+00:00,nitrileGloves,10.0
447,don447,2020-04-19 04:00:00+00:00,nitrileGloves,70.0
448,don448,2020-04-19 04:00:00+00:00,faceShields,82.0
449,don449,2020-04-19 04:00:00+00:00,faceShields,15.0
450,don450,2020-04-19 04:00:00+00:00,faceShields,9.0
451,don451,2020-04-19 04:00:00+00:00,faceShields,40.0
452,don452,2020-04-19 04:00:00+00:00,printedFaceShields,100.0
453,don453,2020-04-19 04:00:00+00:00,surgicalMasks,50.0
454,don454,2020-04-19 04:00:00+00:00,nitrileGloves,1200.0
455,don455,2020-04-19 04:00:00+00:00,surgicalMasks,4.0
456,don456,2020-04-19 04:00:00+00:00,printedFaceShields,50.0
457,don691,2020-04-19 04:00:00+00:00,gowns,100.0
458,don745,2020-04-19 04:00:00+00:00,gowns,200.0
459,don459,2020-04-19 04:00:00+00:00,gowns,150.0
460,don722,2020-04-19 04:00:00+00:00,gowns,5000.0
461,don461,2020-04-19 04:00:00+00:00,faceShields,200.0
462,don484,2020-04-19 04:00:00+00:00,faceShields,100.0
463,don463,2020-04-19 04:00:00+00:00,faceShields,30.0
464,don740,2020-04-19 04:00:00+00:00,respirators,2.0
465,don652,2020-04-19 04:00:00+00:00,respirators,2000000.0
466,don466,2020-04-19 04:00:00+00:00,respirators,6.0
467,don467,2020-04-19 04:00:00+00:00,respirators,400.0
468,don468,2020-04-19 04:00:00+00:00,respirators,5.0
469,don469,2020-04-19 04:00:00+00:00,nitrileGloves,700.0
470,don627,2020-04-19 04:00:00+00:00,nitrileGloves,150.0
471,don752,2020-04-19 04:00:00+00:00,nitrileGloves,500.0
472,don472,2020-04-19 04:00:00+00:00,nitrileGloves,300.0
473,don473,2020-04-19 04:00:00+00:00,surgicalMasks,10000.0
474,don474,2020-04-19 04:00:00+00:00,surgicalMasks,15000.0
475,don475,2020-04-19 04:00:00+00:00,surgicalMasks,5.0
476,don705,2020-04-19 04:00:00+00:00,surgicalMasks,100.0
477,don477,2020-04-19 04:00:00+00:00,surgicalMasks,100.0
478,don624,2020-04-19 04:00:00+00:00,handmadeMasks,1.0
479,don479,2020-04-19 04:00:00+00:00,handmadeMasks,33.0
480,don480,2020-04-19 04:00:00+00:00,faceShields,2000.0
481,don560,2020-04-19 04:00:00+00:00,handmadeMasks,25.0
482,don482,2020-04-19 04:00:00+00:00,handmadeMasks,100.0
483,don483,2020-04-19 04:00:00+00:00,handmadeMasks,50.0
484,don484,2020-04-19 04:00:00+00:00,handmadeMasks,100.0
485,don485,2020-04-19 04:00:00+00:00,handmadeMasks,38.0
486,don486,2020-04-19 04:00:00+00:00,surgicalMasks,95.0
487,don487,2020-04-19 04:00:00+00:00,respirators,3.0
488,don488,2020-04-19 04:00:00+00:00,surgicalMasks,1000.0
489,don489,2020-04-19 04:00:00+00:00,faceShields,30.0
490,don490,2020-04-19 04:00:00+00:00,respirators,9.0
491,don491,2020-04-19 04:00:00+00:00,faceShields,50.0
492,don492,2020-04-19 04:00:00+00:00,printedFaceShields,150.0
493,don493,2020-04-19 04:00:00+00:00,respirators,1.0
494,don494,2020-04-19 04:00:00+00:00,respirators,10.0
495,don731,2020-04-19 04:00:00+00:00,respirators,2.0
496,don496,2020-04-19 04:00:00+00:00,handmadeMasks,50.0
497,don527,2020-04-19 04:00:00+00:00,nitrileGloves,50.0
498,don498,2020-04-19 04:00:00+00:00,faceShields,4000.0
499,don499,2020-04-19 04:00:00+00:00,faceShields,100.0
500,don500,2020-04-19 04:00:00+00:00,disposableBooties,300.0
501,don501,2020-04-19 04:00:00+00:00,faceShields,100.0
502,don502,2020-04-19 04:00:00+00:00,nitrileGloves,80.0
503,don503,2020-04-19 04:00:00+00:00,respirators,4.0
504,don504,2020-04-19 04:00:00+00:00,nitrileGloves,80.0
505,don505,2020-04-19 04:00:00+00:00,handSanitizer,1.0
506,don751,2020-04-19 04:00:00+00:00,respirators,200.0
507,don507,2020-04-19 04:00:00+00:00,respirators,50.0
508,don716,2020-04-19 04:00:00+00:00,respirators,74000.0
509,don717,2020-04-19 04:00:00+00:00,respirators,4.0
510,don627,2020-04-19 04:00:00+00:00,respirators,400.0
511,don511,2020-04-19 04:00:00+00:00,respirators,10.0
512,don512,2020-04-19 04:00:00+00:00,faceShields,500.0
513,don513,2020-04-19 04:00:00+00:00,faceShields,100.0
514,don514,2020-04-19 04:00:00+00:00,faceShields,1000.0
515,don515,2020-04-19 04:00:00+00:00,faceShields,5000.0
516,don516,2020-04-19 04:00:00+00:00,faceShields,20.0
517,don543,2020-04-19 04:00:00+00:00,surgicalMasks,35.0
518,don518,2020-04-19 04:00:00+00:00,surgicalMasks,500.0
519,don519,2020-04-19 04:00:00+00:00,surgicalMasks,230.0
520,don745,2020-04-19 04:00:00+00:00,surgicalMasks,100.0
521,don521,2020-04-19 04:00:00+00:00,nitrileGloves,1.0
522,don522,2020-04-19 04:00:00+00:00,respirators,8.0
523,don523,2020-04-19 04:00:00+00:00,respirators,8.0
524,don524,2020-04-19 04:00:00+00:00,handmadeMasks,30.0
525,don525,2020-04-19 04:00:00+00:00,handmadeMasks,60.0
526,don531,2020-04-19 04:00:00+00:00,respirators,12.0
527,don527,2020-04-19 04:00:00+00:00,respirators,15.0
528,don589,2020-04-19 04:00:00+00:00,respirators,4.0
529,don529,2020-04-19 04:00:00+00:00,respirators,20.0
530,don530,2020-04-19 04:00:00+00:00,respirators,10.0
531,don531,2020-04-19 04:00:00+00:00,handmadeMasks,50.0
532,don532,2020-04-19 04:00:00+00:00,handmadeMasks,5.0
533,don533,2020-04-19 04:00:00+00:00,surgicalMasks,50.0
534,don770,2020-04-19 04:00:00+00:00,surgicalMasks,20000.0
535,don535,2020-04-19 04:00:00+00:00,surgicalMasks,30000.0
536,don536,2020-04-19 04:00:00+00:00,surgicalMasks,100.0
537,don537,2020-04-19 04:00:00+00:00,surgicalMasks,50.0
538,don538,2020-04-19 04:00:00+00:00,respirators,10.0
539,don539,2020-04-19 04:00:00+00:00,handmadeMasks,20.0
540,don540,2020-04-19 04:00:00+00:00,respirators,42.0
541,don541,2020-04-19 04:00:00+00:00,respirators,20.0
542,don620,2020-04-19 04:00:00+00:00,respirators,20.0
543,don543,2020-04-19 04:00:00+00:00,respirators,10.0
544,don544,2020-04-19 04:00:00+00:00,respirators,13.0
545,don545,2020-04-19 04:00:00+00:00,respirators,6.0
546,don581,2020-04-19 04:00:00+00:00,nitrileGloves,10.0
547,don547,2020-04-19 04:00:00+00:00,faceShields,25.0
548,don548,2020-04-19 04:00:00+00:00,nitrileGloves,200.0
549,don549,2020-04-19 04:00:00+00:00,nitrileGloves,5000.0
550,don550,2020-04-19 04:00:00+00:00,nitrileGloves,2.0
551,don551,2020-04-19 04:00:00+00:00,surgicalMasks,200.0
552,don693,2020-04-19 04:00:00+00:00,surgicalMasks,4500.0
553,don553,2020-04-19 04:00:00+00:00,surgicalMasks,40.0
554,don554,2020-04-19 04:00:00+00:00,surgicalMasks,150.0
555,don555,2020-04-19 04:00:00+00:00,handmadeMasks,500.0
556,don556,2020-04-19 04:00:00+00:00,handmadeMasks,18.0
557,don557,2020-04-19 04:00:00+00:00,handmadeMasks,400.0
558,don558,2020-04-19 04:00:00+00:00,handmadeMasks,15.0
559,don559,2020-04-19 04:00:00+00:00,handmadeMasks,450.0
560,don560,2020-04-19 04:00:00+00:00,handmadeMasks,12.0
561,don561,2020-04-19 04:00:00+00:00,handmadeMasks,25.0
562,don562,2020-04-19 04:00:00+00:00,handmadeMasks,100.0
563,don563,2020-04-19 04:00:00+00:00,nitrileGloves,300.0
564,don564,2020-04-19 04:00:00+00:00,handmadeMasks,260.0
565,don565,2020-04-19 04:00:00+00:00,surgicalMasks,6000.0
566,don566,2020-04-19 04:00:00+00:00,faceShields,25.0
567,don567,2020-04-19 04:00:00+00:00,surgicalMasks,15.0
568,don568,2020-04-19 04:00:00+00:00,respirators,10.0
569,don569,2020-04-19 04:00:00+00:00,nitrileGloves,6.0
570,don570,2020-04-19 04:00:00+00:00,respirators,5.0
571,don571,2020-04-19 04:00:00+00:00,surgicalMasks,30.0
572,don572,2020-04-19 04:00:00+00:00,respirators,45.0
573,don573,2020-04-19 04:00:00+00:00,printedFaceShields,30.0
574,don574,2020-04-19 04:00:00+00:00,handSanitizer,10.0
575,don575,2020-04-19 04:00:00+00:00,respirators,7.0
576,don576,2020-04-19 04:00:00+00:00,handmadeMasks,40.0
577,don577,2020-04-19 04:00:00+00:00,respirators,40.0
578,don578,2020-04-19 04:00:00+00:00,respirators,15.0
579,don579,2020-04-19 04:00:00+00:00,respirators,1.0
580,don580,2020-04-19 04:00:00+00:00,respirators,1000.0
581,don581,2020-04-19 04:00:00+00:00,respirators,1.0
582,don582,2020-04-19 04:00:00+00:00,nitrileGloves,200.0
583,don583,2020-04-19 04:00:00+00:00,faceShields,100.0
584,don584,2020-04-19 04:00:00+00:00,surgicalMasks,2000.0
585,don585,2020-04-19 04:00:00+00:00,printedFaceShields,20.0
586,don586,2020-04-19 04:00:00+00:00,nitrileGloves,4.0
587,don587,2020-04-19 04:00:00+00:00,faceShields,50.0
588,don588,2020-04-19 04:00:00+00:00,gowns,49.0
589,don589,2020-04-19 04:00:00+00:00,disinfectingWipes,1.0
590,don738,2020-04-19 04:00:00+00:00,disinfectingWipes,300.0
591,don591,2020-04-19 04:00:00+00:00,handmadeMasks,50.0
592,don592,2020-04-19 04:00:00+00:00,handmadeMasks,100.0
593,don633,2020-04-19 04:00:00+00:00,handmadeMasks,30.0
594,don594,2020-04-19 04:00:00+00:00,handmadeMasks,3000.0
595,don595,2020-04-19 04:00:00+00:00,nitrileGloves,92.0
596,don596,2020-04-19 04:00:00+00:00,safetyGlasses,1000.0
597,don597,2020-04-19 04:00:00+00:00,respirators,10.0
598,don598,2020-04-19 04:00:00+00:00,handmadeMasks,30.0
599,don599,2020-04-19 04:00:00+00:00,respirators,5.0
600,don600,2020-04-19 04:00:00+00:00,surgicalMasks,12.0
601,don601,2020-04-19 04:00:00+00:00,handmadeMasks,100.0
602,don602,2020-04-19 04:00:00+00:00,faceShields,100.0
603,don603,2020-04-19 04:00:00+00:00,faceShields,35.0
604,don604,2020-04-19 04:00:00+00:00,faceShields,50.0
605,don605,2020-04-19 04:00:00+00:00,disinfectingWipes,20.0
606,don606,2020-04-19 04:00:00+00:00,handmadeMasks,17.0
607,don607,2020-04-19 04:00:00+00:00,handmadeMasks,10.0
608,don691,2020-04-19 04:00:00+00:00,handmadeMasks,70.0
609,don609,2020-04-19 04:00:00+00:00,handmadeMasks,100.0
610,don610,2020-04-19 04:00:00+00:00,handmadeMasks,40.0
611,don611,2020-04-19 04:00:00+00:00,respirators,30.0
612,don612,2020-04-19 04:00:00+00:00,respirators,70.0
613,don613,2020-04-19 04:00:00+00:00,nitrileGloves,195.0
614,don614,2020-04-19 04:00:00+00:00,respirators,2.0
615,don615,2020-04-19 04:00:00+00:00,respirators,100.0
616,don616,2020-04-19 04:00:00+00:00,respirators,6.0
617,don617,2020-04-19 04:00:00+00:00,respirators,4.0
618,don618,2020-04-19 04:00:00+00:00,surgicalMasks,2000.0
619,don619,2020-04-19 04:00:00+00:00,gowns,10000.0
620,don620,2020-04-19 04:00:00+00:00,disinfectingWipes,1.0
621,don691,2020-04-19 04:00:00+00:00,disinfectingWipes,40.0
622,don687,2020-04-19 04:00:00+00:00,disinfectingWipes,1.0
623,don685,2020-04-19 04:00:00+00:00,disinfectingWipes,1.0
624,don624,2020-04-19 04:00:00+00:00,surgicalMasks,1.0
625,don625,2020-04-19 04:00:00+00:00,surgicalMasks,2.0
626,don626,2020-04-19 04:00:00+00:00,surgicalMasks,50.0
627,don627,2020-04-19 04:00:00+00:00,surgicalMasks,900.0
628,don628,2020-04-19 04:00:00+00:00,surgicalMasks,12.0
629,don629,2020-04-19 04:00:00+00:00,disinfectingWipes,80.0
630,don630,2020-04-19 04:00:00+00:00,respirators,15.0
631,don631,2020-04-19 04:00:00+00:00,nitrileGloves,1.0
632,don632,2020-04-19 04:00:00+00:00,printedFaceShields,11.0
633,don633,2020-04-19 04:00:00+00:00,respirators,1000.0
634,don634,2020-04-19 04:00:00+00:00,respirators,25.0
635,don635,2020-04-19 04:00:00+00:00,respirators,20.0
636,don741,2020-04-19 04:00:00+00:00,nitrileGloves,10.0
637,don637,2020-04-19 04:00:00+00:00,nitrileGloves,800.0
638,don638,2020-04-19 04:00:00+00:00,nitrileGloves,226.0
639,don639,2020-04-19 04:00:00+00:00,nitrileGloves,1.0
640,don691,2020-04-19 04:00:00+00:00,respirators,100.0
641,don641,2020-04-19 04:00:00+00:00,printedFaceShields,40.0
642,don642,2020-04-19 04:00:00+00:00,printedFaceShields,500.0
643,don643,2020-04-19 04:00:00+00:00,respirators,1.0
644,don644,2020-04-19 04:00:00+00:00,nitrileGloves,20000.0
645,don645,2020-04-19 04:00:00+00:00,respirators,10.0
646,don646,2020-04-19 04:00:00+00:00,respirators,2.0
647,don647,2020-04-19 04:00:00+00:00,respirators,1000.0
648,don648,2020-04-19 04:00:00+00:00,respirators,3.0
649,don649,2020-04-19 04:00:00+00:00,surgicalMasks,15.0
650,don650,2020-04-19 04:00:00+00:00,surgicalMasks,1000.0
651,don651,2020-04-19 04:00:00+00:00,surgicalMasks,4000.0
652,don652,2020-04-19 04:00:00+00:00,surgicalMasks,100000.0
653,don653,2020-04-19 04:00:00+00:00,faceShields,20.0
654,don654,2020-04-19 04:00:00+00:00,surgicalMasks,45.0
655,don655,2020-04-19 04:00:00+00:00,handmadeMasks,36.0
656,don656,2020-04-19 04:00:00+00:00,surgicalMasks,25.0
657,don657,2020-04-19 04:00:00+00:00,nitrileGloves,180.0
658,don685,2020-04-19 04:00:00+00:00,faceShields,300.0
659,don659,2020-04-19 04:00:00+00:00,printedFaceShields,500.0
660,don660,2020-04-19 04:00:00+00:00,printedFaceShields,200.0
661,don661,2020-04-19 04:00:00+00:00,respirators,2.0
662,don662,2020-04-19 04:00:00+00:00,respirators,20.0
663,don663,2020-04-19 04:00:00+00:00,handmadeMasks,50.0
664,don664,2020-04-19 04:00:00+00:00,handmadeMasks,20.0
665,don665,2020-04-19 04:00:00+00:00,handmadeMasks,5.0
666,don666,2020-04-19 04:00:00+00:00,faceShields,10.0
667,don667,2020-04-19 04:00:00+00:00,faceShields,40.0
668,don668,2020-04-19 04:00:00+00:00,faceShields,7.0
669,don669,2020-04-19 04:00:00+00:00,faceShields,30.0
670,don670,2020-04-19 04:00:00+00:00,faceShields,50.0
671,don671,2020-04-19 04:00:00+00:00,nitrileGloves,61.0
672,don688,2020-04-19 04:00:00+00:00,nitrileGloves,58.0
673,don673,2020-04-19 04:00:00+00:00,nitrileGloves,1000.0
674,don674,2020-04-19 04:00:00+00:00,respirators,24.0
675,don675,2020-04-19 04:00:00+00:00,respirators,3.0
676,don676,2020-04-19 04:00:00+00:00,respirators,2.0
677,don677,2020-04-19 04:00:00+00:00,respirators,3.0
678,don678,2020-04-19 04:00:00+00:00,respirators,6000.0
679,don686,2020-04-19 04:00:00+00:00,nitrileGloves,54.0
680,don680,2020-04-19 04:00:00+00:00,faceShields,70.0
681,don681,2020-04-19 04:00:00+00:00,faceShields,70.0
682,don682,2020-04-19 04:00:00+00:00,respirators,8.0
683,don683,2020-04-19 04:00:00+00:00,printedFaceShields,50.0
684,don684,2020-04-19 04:00:00+00:00,faceShields,2500.0
685,don685,2020-04-19 04:00:00+00:00,respirators,6.0
686,don686,2020-04-19 04:00:00+00:00,respirators,6.0
687,don687,2020-04-19 04:00:00+00:00,respirators,1.0
688,don688,2020-04-19 04:00:00+00:00,respirators,3.0
689,don689,2020-04-19 04:00:00+00:00,respirators,1000.0
690,don690,2020-04-19 04:00:00+00:00,nitrileGloves,5.0
691,don691,2020-04-19 04:00:00+00:00,nitrileGloves,100.0
692,don692,2020-04-19 04:00:00+00:00,respirators,15.0
693,don693,2020-04-19 04:00:00+00:00,respirators,1000.0
694,don694,2020-04-19 04:00:00+00:00,respirators,500.0
695,don771,2020-04-19 04:00:00+00:00,respirators,20.0
696,don696,2020-04-19 04:00:00+00:00,nitrileGloves,80.0
697,don697,2020-04-19 04:00:00+00:00,printedFaceShields,20.0
698,don698,2020-04-19 04:00:00+00:00,respirators,4.0
699,don699,2020-04-19 04:00:00+00:00,nitrileGloves,400.0
700,don700,2020-04-19 04:00:00+00:00,nitrileGloves,200.0
701,don778,2020-04-19 04:00:00+00:00,surgicalMasks,30.0
702,don702,2020-04-19 04:00:00+00:00,printedFaceShields,200.0
703,don703,2020-04-19 04:00:00+00:00,respirators,1.0
704,don704,2020-04-19 04:00:00+00:00,printedFaceShields,1000.0
705,don705,2020-04-19 04:00:00+00:00,respirators,500.0
706,don706,2020-04-19 04:00:00+00:00,respirators,10.0
707,don707,2020-04-19 04:00:00+00:00,respirators,500.0
708,don708,2020-04-19 04:00:00+00:00,respirators,1600.0
709,don709,2020-04-19 04:00:00+00:00,respirators,10.0
710,don745,2020-04-19 04:00:00+00:00,faceShields,10.0
711,don748,2020-04-19 04:00:00+00:00,faceShields,50.0
712,don712,2020-04-19 04:00:00+00:00,faceShields,1000.0
713,don713,2020-04-19 04:00:00+00:00,faceShields,22.0
714,don714,2020-04-19 04:00:00+00:00,surgicalMasks,5000.0
715,don715,2020-04-19 04:00:00+00:00,surgicalMasks,90.0
716,don716,2020-04-19 04:00:00+00:00,surgicalMasks,210000.0
717,don717,2020-04-19 04:00:00+00:00,surgicalMasks,6.0
718,don718,2020-04-19 04:00:00+00:00,faceShields,5.0
719,don719,2020-04-19 04:00:00+00:00,respirators,10.0
720,don720,2020-04-19 04:00:00+00:00,handmadeMasks,10.0
721,don721,2020-04-19 04:00:00+00:00,nitrileGloves,350.0
722,don722,2020-04-19 04:00:00+00:00,respirators,10000.0
723,don723,2020-04-19 04:00:00+00:00,respirators,180.0
724,don745,2020-04-19 04:00:00+00:00,nitrileGloves,200.0
725,don725,2020-04-19 04:00:00+00:00,nitrileGloves,50.0
726,don726,2020-04-19 04:00:00+00:00,nitrileGloves,1.0
727,don727,2020-04-19 04:00:00+00:00,nitrileGloves,4.0
728,don728,2020-04-19 04:00:00+00:00,disinfectingWipes,3.0
729,don729,2020-04-19 04:00:00+00:00,handmadeMasks,2000.0
730,don730,2020-04-19 04:00:00+00:00,disinfectingWipes,10000000000.0
731,don731,2020-04-19 04:00:00+00:00,disinfectingWipes,1.0
732,don732,2020-04-19 04:00:00+00:00,handmadeMasks,20.0
733,don733,2020-04-19 04:00:00+00:00,printedFaceShields,15.0
734,don734,2020-04-19 04:00:00+00:00,safetyGlasses,1.0
735,don735,2020-04-19 04:00:00+00:00,printedFaceShields,20.0
736,don736,2020-04-19 04:00:00+00:00,faceShields,100.0
737,don737,2020-04-19 04:00:00+00:00,nitrileGloves,10.0
738,don738,2020-04-19 04:00:00+00:00,surgicalMasks,50.0
739,don739,2020-04-19 04:00:00+00:00,nitrileGloves,10000.0
740,don740,2020-04-19 04:00:00+00:00,disinfectingWipes,6.0
741,don741,2020-04-19 04:00:00+00:00,handmadeMasks,4.0
742,don742,2020-04-19 04:00:00+00:00,faceShields,20000.0
743,don743,2020-04-19 04:00:00+00:00,handmadeMasks,50.0
744,don744,2020-04-19 04:00:00+00:00,handmadeMasks,24.0
745,don745,2020-04-19 04:00:00+00:00,handmadeMasks,100.0
746,don746,2020-04-19 04:00:00+00:00,handmadeMasks,15.0
747,don747,2020-04-19 04:00:00+00:00,respirators,20.0
748,don748,2020-04-19 04:00:00+00:00,respirators,6.0
749,don749,2020-04-19 04:00:00+00:00,respirators,60.0
750,don750,2020-04-19 04:00:00+00:00,nitrileGloves,1.0
751,don751,2020-04-19 04:00:00+00:00,surgicalMasks,10000.0
752,don752,2020-04-19 04:00:00+00:00,surgicalMasks,500.0
753,don753,2020-04-19 04:00:00+00:00,surgicalMasks,80.0
754,don754,2020-04-19 04:00:00+00:00,faceShields,500.0
755,don755,2020-04-19 04:00:00+00:00,faceShields,5000.0
756,don756,2020-04-19 04:00:00+00:00,faceShields,25.0
757,don757,2020-04-19 04:00:00+00:00,faceShields,1.0
758,don758,2020-04-19 04:00:00+00:00,faceShields,50.0
759,don759,2020-04-19 04:00:00+00:00,respirators,1000.0
760,don760,2020-04-19 04:00:00+00:00,surgicalMasks,50.0
761,don761,2020-04-19 04:00:00+00:00,respirators,20.0
762,don762,2020-04-19 04:00:00+00:00,respirators,11.0
763,don763,2020-04-19 04:00:00+00:00,respirators,180.0
764,don764,2020-04-19 04:00:00+00:00,respirators,1000.0
765,don765,2020-04-19 04:00:00+00:00,safetyGlasses,4.0
766,don766,2020-04-19 04:00:00+00:00,respirators,100.0
767,don767,2020-04-19 04:00:00+00:00,respirators,20.0
768,don768,2020-04-19 04:00:00+00:00,respirators,4.0
769,don769,2020-04-19 04:00:00+00:00,respirators,13.0
770,don770,2020-04-19 04:00:00+00:00,respirators,200000.0
771,don771,2020-04-19 04:00:00+00:00,surgicalMasks,40.0
772,don772,2020-04-19 04:00:00+00:00,respirators,10.0
773,don773,2020-04-19 04:00:00+00:00,disinfectingWipes,3.0
774,don774,2020-04-19 04:00:00+00:00,faceShields,10.0
775,don775,2020-04-19 04:00:00+00:00,nitrileGloves,2.0
776,don791,2020-04-19 04:00:00+00:00,handmadeMasks,40.0
777,don778,2020-04-19 12:01:00+00:00,respirators,25.0
778,don778,2020-04-19 12:01:00+00:00,nitrileGloves,50.0
779,don779,2020-04-19 12:38:00+00:00,nitrileGloves,2000.0
780,don780,2020-04-19 13:28:00+00:00,printedFaceShields,30.0
781,don781,2020-04-19 13:58:00+00:00,gowns,150.0
782,don782,2020-04-19 14:48:00+00:00,respirators,2000.0
783,don783,2020-04-19 16:29:00+00:00,nitrileGloves,400.0
784,don784,2020-04-19 17:09:00+00:00,printedFaceShields,1000.0
785,don785,2020-04-19 17:50:00+00:00,printedFaceShields,1.0
786,don786,2020-04-19 19:39:00+00:00,printedFaceShields,50.0
787,don787,2020-04-19 21:07:00+00:00,faceShields,130.0
788,don791,2020-04-19 21:26:00+00:00,surgicalMasks,200.0
789,don791,2020-04-19 21:26:00+00:00,disinfectingWipes,200.0
790,don791,2020-04-19 21:26:00+00:00,faceShields,10.0
791,don791,2020-04-19 21:26:00+00:00,nitrileGloves,200.0
792,don792,2020-04-20 00:46:00+00:00,faceShields,18.0
793,don793,2020-04-20 09:23:00+00:00,printedFaceShields,17.0
794,don794,2020-04-20 10:49:00+00:00,printedFaceShields,40.0
795,don795,2020-04-20 12:10:00+00:00,nitrileGloves,12.0
796,don796,2020-04-20 17:17:42.923000+00:00,handmadeMasks,2.0
797,don797,2020-04-20 17:21:39.103000+00:00,printedFaceShields,600.0
798,don798,2020-04-20 17:30:23.989000+00:00,printedFaceShields,5.0
799,don800,2020-04-20 17:46:23.746000+00:00,printedFaceShields,50.0
800,don800,2020-04-20 17:46:23.746000+00:00,handmadeMasks,50.0
801,don801,2020-04-20 17:51:58.101000+00:00,respirators,10.0
802,don802,2020-04-20 18:20:43.641000+00:00,faceShields,2000.0
803,don803,2020-04-20 19:01:22.755000+00:00,surgicalMasks,2000.0
804,don804,2020-04-20 19:37:30.329000+00:00,faceShields,30.0
805,don805,2020-04-20 19:59:08.633000+00:00,printedFaceShields,70.0
806,don806,2020-04-20 20:08:26.747000+00:00,faceShields,2500.0
807,don807,2020-04-20 20:39:07.363000+00:00,printedFaceShields,50.0
808,don808,2020-04-20 20:40:29.164000+00:00,disposableBooties,16300.0
809,don809,2020-04-20 21:07:25.199000+00:00,nitrileGloves,800.0
810,don810,2020-04-20 21:18:26.497000+00:00,faceShields,15.0
811,don811,2020-04-21 02:02:11.456000+00:00,coveralls,1.0
812,don812,2020-04-21 02:48:05.848000+00:00,respirators,1.0
813,don815,2020-04-21 02:53:42.850000+00:00,respirators,2000.0
814,don815,2020-04-21 02:53:42.850000+00:00,safetyGoggles,150.0
815,don815,2020-04-21 02:53:42.850000+00:00,coveralls,50.0
816,don816,2020-04-21 03:25:37.143000+00:00,printedFaceShields,25.0
817,don817,2020-04-21 05:49:48.828000+00:00,handmadeMasks,200.0
818,don818,2020-04-21 07:34:29.930000+00:00,faceShields,300.0
819,don819,2020-04-21 08:57:52.220000+00:00,surgicalMasks,3000.0
820,don820,2020-04-21 14:04:56.731000+00:00,nitrileGloves,150.0
821,don821,2020-04-21 14:39:33.163000+00:00,printedFaceShields,20.0
822,don822,2020-04-21 15:06:17.072000+00:00,faceShields,2000.0
823,don823,2020-04-21 15:40:04.531000+00:00,faceShields,1000000.0
824,don825,2020-04-21 15:55:13.864000+00:00,handmadeMasks,2.0
825,don825,2020-04-21 15:55:13.864000+00:00,surgicalMasks,4.0
826,don827,2020-04-21 15:55:14.697000+00:00,surgicalMasks,4.0
827,don827,2020-04-21 15:55:14.697000+00:00,handmadeMasks,2.0
828,don829,2020-04-21 15:55:14.785000+00:00,surgicalMasks,4.0
829,don829,2020-04-21 15:55:14.785000+00:00,handmadeMasks,2.0
830,don830,2020-04-21 16:38:16.509000+00:00,printedFaceShields,100.0
831,don831,2020-04-21 16:45:45.569000+00:00,printedFaceShields,30.0
832,don833,2020-04-21 17:15:38.119000+00:00,surgicalMasks,300.0
833,don833,2020-04-21 17:15:38.119000+00:00,nitrileGloves,5000.0
834,don835,2020-04-21 17:33:20.899000+00:00,respirators,1.0
835,don835,2020-04-21 17:33:20.899000+00:00,safetyGoggles,1.0
836,don836,2020-04-21 17:40:25.104000+00:00,respirators,720.0
837,don837,2020-04-21 18:11:40.756000+00:00,surgicalMasks,200.0
838,don838,2020-04-21 18:27:30.438000+00:00,faceShields,6.0
839,don839,2020-04-21 19:30:51.513000+00:00,surgicalMasks,1000.0
840,don840,2020-04-21 19:40:35.708000+00:00,respirators,4.0
841,don841,2020-04-21 19:52:59.879000+00:00,surgicalMasks,2000.0
842,don842,2020-04-21 20:19:46.455000+00:00,printedFaceShields,40.0
843,don843,2020-04-21 20:21:09.420000+00:00,surgicalCaps,5.0
844,don844,2020-04-21 20:27:24.055000+00:00,faceShields,70.0
845,don845,2020-04-21 21:40:24.230000+00:00,surgicalMasks,75.0
846,don846,2020-04-21 22:32:54.397000+00:00,handmadeMasks,30.0
847,don847,2020-04-21 23:37:31.623000+00:00,surgicalMasks,150.0
848,don849,2020-04-22 01:05:54.853000+00:00,printedFaceShields,80.0
849,don849,2020-04-22 01:05:54.853000+00:00,faceShields,80.0
850,don850,2020-04-22 02:58:09.846000+00:00,handmadeMasks,10.0
851,don851,2020-04-22 04:41:45.191000+00:00,handmadeMasks,100.0
852,don852,2020-04-22 05:19:12.251000+00:00,respirators,16.0
